SAMN13684854	biolink:OntologyClass	41	48	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN13575815	biolink:OntologyClass	41	48	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN14228050	biolink:OntologyClass	283	290	quality	quality	OBO:PATO_0000001		S4	N/A	CUI-less
SAMN14228050	biolink:OntologyClass	283	290	quality	quality	BFO:0000019		S4	N/A	CUI-less
SAMN14228050	biolink:OntologyClass	434	441	quality	quality	OBO:PATO_0000001		S5	N/A	CUI-less
SAMN14228050	biolink:OntologyClass	434	441	quality	quality	BFO:0000019		S5	N/A	CUI-less
SAMN10788294	biolink:OntologyClass	41	48	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN03275954	biolink:OntologyClass	71	78	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN05826844	biolink:AnatomicalEntity	37	42	stool	feces	UBERON:0001988		S1	N/A	CUI-less
SAMN05826844	biolink:OntologyClass	152	159	part of	part of	BFO:0000050		S2	N/A	CUI-less
SAMN05826844	biolink:OntologyClass	246	250	rate	rate	OBO:PATO_0000161		S2	N/A	CUI-less
SAMN05826844	biolink:OntologyClass	351	356	place	populated place	ENVO:00000062		S3	N/A	CUI-less
SAMN05826844	biolink:OntologyClass	476	478	up	up	OBO:PATO_0000370		S4	N/A	CUI-less
SAMN05826844	biolink:OntologyClass	572	578	number	amount	OBO:PATO_0000070		S5	N/A	CUI-less
SAMN05826844	biolink:OntologyClass	638	645	country	national geopolitical entity	ENVO:00000009		S5	N/A	CUI-less
SAMN05826844	biolink:AnatomicalEntity	689	694	blood	blood	UBERON:0000178		S6	N/A	CUI-less
SAMN07187733	biolink:OntologyClass	15	20	metal	metallic material	ENVO:01001069		S1	N/A	CUI-less
SAMN07187733	biolink:OntologyClass	31	35	soil	soil	ENVO:00001998		S1	N/A	CUI-less
SAMN07187733	biolink:OrganismalEntity	36	44	bacteria	Bacteria	NCBITaxon:2		S1	N/A	CUI-less
SAMD00180048	biolink:OntologyClass	38	42	gram	chickpea food product	OBO:FOODON_00001199		S2	N/A	CUI-less
SAMD00180048	biolink:OntologyClass	53	63	rod-shaped	cylindrical	OBO:PATO_0001873		S2	N/A	CUI-less
SAMD00180048	biolink:OntologyClass	139	147	seawater	sea water	ENVO:00002149		S2	N/A	CUI-less
SAMD00180048	biolink:OntologyClass	158	161	Sea	sea	ENVO:00000016		S2	N/A	CUI-less
SAMD00180048	biolink:OrganismalEntity	218	225	diatoms	Bacillariophyta	NCBITaxon:2836		S3	N/A	CUI-less
SAMN12289276	biolink:OntologyClass	151	159	hospital	hospital	ENVO:00002173		S1	N/A	CUI-less
SAMN12289276	biolink:ChemicalSubstance	238	242	drug	drug	CHEBI:23888		S2	N/A	CUI-less
SAMN12289276	biolink:OrganismalEntity	471	476	human	Homo sapiens	NCBITaxon:9606		S3	N/A	CUI-less
SAMN03702081	biolink:OntologyClass	71	78	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	wetland ecosystem	ENVO:01001209		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	heath	ENVO:00000107		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	saline marsh	ENVO:00000054		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	blanket bog	ENVO:00000511		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	peatland	ENVO:00000044		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	peat cut	ENVO:00000157		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	raised mire	ENVO:00000185		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	string mire	ENVO:00000186		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	fen	ENVO:00000232		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	swamp ecosystem	ENVO:00000233		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	tidal mudflat	ENVO:00000241		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	marsh	ENVO:00000035		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	mudflat	ENVO:00000192		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	0	7	Wetland	backwater	ENVO:00000472		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	8	16	sediment	sediment	ENVO:00002007		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	50	55	River	river	ENVO:00000022		S1	N/A	CUI-less
SAMN09200348	biolink:OntologyClass	56	63	Estuary	estuary	ENVO:00000045		S1	N/A	CUI-less
SAMN09200348	biolink:AnatomicalEntity	65	67	NC	neural crest	UBERON:0002342		S1	N/A	CUI-less
SAMN02631010	biolink:ChemicalSubstance	21	25	drug	drug	CHEBI:23888		S1	N/A	CUI-less
SAMN02631010	biolink:OrganismalEntity	36	44	bacteria	Bacteria	NCBITaxon:2		S1	N/A	CUI-less
SAMN02631010	biolink:OntologyClass	237	245	hospital	hospital	ENVO:00002173		S2	N/A	CUI-less
SAMN02631010	biolink:OntologyClass	680	687	closure	closure	OBO:PATO_0000136		S6	N/A	CUI-less
SAMN02631010	biolink:ChemicalSubstance	940	950	nucleotide	nucleotide	CHEBI:36976		S7	N/A	CUI-less
SAMN02631010	biolink:OntologyClass	979	983	core	planetary core	ENVO:01000641		S7	N/A	CUI-less
SAMN02631010	biolink:OntologyClass	1266	1277	involved in	involved in	RO:0002331		S9	N/A	CUI-less
SAMN02631010	biolink:ChemicalSubstance	1286	1300	polysaccharide	polysaccharide	CHEBI:18154		S9	N/A	CUI-less
SAMN13064245	biolink:OntologyClass	16	24	contains	contains	RO:0001019		S1	N/A	CUI-less
SAMN13064245	biolink:OrganismalEntity	119	127	Bacteria	Bacteria	NCBITaxon:2		S1	N/A	CUI-less
SAMN14227363	biolink:OntologyClass	283	290	quality	quality	OBO:PATO_0000001		S4	N/A	CUI-less
SAMN14227363	biolink:OntologyClass	283	290	quality	quality	BFO:0000019		S4	N/A	CUI-less
SAMN14227363	biolink:OntologyClass	434	441	quality	quality	OBO:PATO_0000001		S5	N/A	CUI-less
SAMN14227363	biolink:OntologyClass	434	441	quality	quality	BFO:0000019		S5	N/A	CUI-less
SAMN08200061	biolink:OntologyClass	71	78	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN04260440	biolink:OntologyClass	9	13	core	planetary core	ENVO:01000641		S1	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	340	348	Hospital	hospital	ENVO:00002173		S2	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	909	913	time	time	OBO:PATO_0000165		S7	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	976	981	young	young	OBO:PATO_0000309		S8	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	997	1000	age	age	OBO:PATO_0000011		S8	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	1161	1165	rate	rate	OBO:PATO_0000161		S10	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	1459	1468	incidence	occurrence	OBO:PATO_0000057		S13	N/A	CUI-less
SAMEA1930204	biolink:OntologyClass	1543	1549	number	amount	OBO:PATO_0000070		S14	N/A	CUI-less
SAMEA1930204	biolink:OrganismalEntity	1793	1801	bacteria	Bacteria	NCBITaxon:2		S16	N/A	CUI-less
SAMD00093020	biolink:OntologyClass	212	223	distributed	distributed	OBO:PATO_0001566		S2	N/A	CUI-less
SAMD00093020	biolink:OntologyClass	259	265	Island	tombolo	ENVO:00000420		S2	N/A	CUI-less
SAMD00093020	biolink:OntologyClass	259	265	Island	atoll	ENVO:00000166		S2	N/A	CUI-less
SAMD00093020	biolink:OntologyClass	259	265	Island	land-tied island	ENVO:00000269		S2	N/A	CUI-less
SAMD00093020	biolink:OntologyClass	259	265	Island	island	ENVO:00000098		S2	N/A	CUI-less
SAMN08579935	biolink:OntologyClass	41	48	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN09390997	biolink:OntologyClass	41	48	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN04364154	biolink:OntologyClass	16	24	contains	contains	RO:0001019		S1	N/A	CUI-less
SAMN04364154	biolink:OrganismalEntity	119	127	Bacteria	Bacteria	NCBITaxon:2		S1	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	35	41	source	headwater	ENVO:00000153		S1	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	436	443	current	ocean current	ENVO:00000147		S4	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	679	686	current	ocean current	ENVO:00000147		S5	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	744	752	presence	amount	OBO:PATO_0000070		S5	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1001	1006	depth	depth	OBO:PATO_0001595		S7	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1147	1152	range	obsolete cultivated habitat	ENVO:00000113		S9	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1147	1152	range	seamount	ENVO:00000264		S9	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1147	1152	range	cultivated environment	ENVO:01000311		S9	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1483	1492	frequency	frequency	OBO:PATO_0000044		S11	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1527	1531	time	time	OBO:PATO_0000165		S11	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1691	1697	source	headwater	ENVO:00000153		S12	N/A	CUI-less
SAMEA5777937	biolink:OrganismalEntity	1712	1718	humans	Homo	NCBITaxon:9605		S12	N/A	CUI-less
SAMEA5777937	biolink:OntologyClass	1770	1774	time	time	OBO:PATO_0000165		S12	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1	9	Variable	variant	OBO:PATO_0001227		S1	N/A	CUI-less
SAMEA682363	biolink:AnatomicalEntity	700	707	element	organ	UBERON:0000062		S4	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	709	712	ICE	glacial feature	ENVO:00000131		S4	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	709	712	ICE	astrogeological ice	ENVO:01001126		S4	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	709	712	ICE	ice	ENVO:01001125		S4	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	709	712	ICE	water ice	ENVO:01000277		S4	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	929	935	island	tombolo	ENVO:00000420		S6	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	929	935	island	atoll	ENVO:00000166		S6	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	929	935	island	land-tied island	ENVO:00000269		S6	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	929	935	island	island	ENVO:00000098		S6	N/A	CUI-less
SAMEA682363	biolink:OrganismalEntity	1029	1037	bacteria	Bacteria	NCBITaxon:2		S6	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1252	1259	reduced	decreased size	OBO:PATO_0000587		S7	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1384	1387	ICE	glacial feature	ENVO:00000131		S8	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1384	1387	ICE	astrogeological ice	ENVO:01001126		S8	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1384	1387	ICE	ice	ENVO:01001125		S8	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1384	1387	ICE	water ice	ENVO:01000277		S8	N/A	CUI-less
SAMEA682363	biolink:ChemicalSubstance	1482	1486	drug	drug	CHEBI:23888		S8	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1522	1526	time	time	OBO:PATO_0000165		S8	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1706	1710	core	planetary core	ENVO:01000641		S10	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1879	1884	short	decreased length	OBO:PATO_0000574		S11	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	1970	1974	core	planetary core	ENVO:01000641		S11	N/A	CUI-less
SAMEA682363	biolink:ChemicalSubstance	2363	2377	polysaccharide	polysaccharide	CHEBI:18154		S14	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3005	3012	reduced	decreased size	OBO:PATO_0000587		S19	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3621	3625	pool	private swimming pool	ENVO:01000966		S22	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3621	3625	pool	public swimming pool	ENVO:01000967		S22	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3621	3625	pool	constructed swimming pool	ENVO:01000965		S22	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3621	3625	pool	pond	ENVO:00000033		S22	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3790	3798	pressure	pressure	OBO:PATO_0001025		S22	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3929	3933	deep	increased depth	OBO:PATO_0001596		S23	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3929	3933	deep	undersea trough	ENVO:01000654		S23	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	3929	3933	deep	ocean trench	ENVO:00000275		S23	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	4001	4005	wide	increased width	OBO:PATO_0000600		S24	N/A	CUI-less
SAMEA682363	biolink:OrganismalEntity	4135	4143	bacteria	Bacteria	NCBITaxon:2		S26	N/A	CUI-less
SAMEA682363	biolink:AnatomicalEntity	4390	4397	process	anatomical projection	UBERON:0004529		S27	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	4390	4397	process	process	BFO:0000015		S27	N/A	CUI-less
SAMEA682363	biolink:ChemicalSubstance	4748	4753	donor	donor	CHEBI:17891		S28	N/A	CUI-less
SAMEA682363	biolink:AnatomicalEntity	4787	4796	processes	anatomical projection	UBERON:0004529		S28	N/A	CUI-less
SAMEA682363	biolink:ChemicalSubstance	4923	4931	molecule	molecule	CHEBI:25367		S29	N/A	CUI-less
SAMEA682363	biolink:ChemicalSubstance	4935	4940	donor	donor	CHEBI:17891		S29	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	5002	5013	distributed	distributed	OBO:PATO_0001566		S30	N/A	CUI-less
SAMEA682363	biolink:ChemicalSubstance	5111	5115	base	base	CHEBI:22695		S30	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	5155	5167	distribution	spatial pattern	OBO:PATO_0000060		S31	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	5241	5246	large	increased size	OBO:PATO_0000586		S31	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	5343	5347	size	size	OBO:PATO_0000117		S31	N/A	CUI-less
SAMEA682363	biolink:OntologyClass	5399	5408	efficient	efficient	OBO:PATO_0001678		S31	N/A	CUI-less
SAMN12630766	biolink:AnatomicalEntity	31	37	tissue	tissue	UBERON:0000479		S1	N/A	CUI-less
SAMN09771034	biolink:OntologyClass	50	57	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN09771034	biolink:ChemicalSubstance	74	78	Drug	drug	CHEBI:23888		S1	N/A	CUI-less
SAMN07135181	biolink:OntologyClass	71	78	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMEA5396094	biolink:OntologyClass	151	162	sensitivity	sensitivity toward	OBO:PATO_0000085		S2	N/A	CUI-less
SAMEA5396094	biolink:OntologyClass	628	634	system	system	RO:0002577		S4	N/A	CUI-less
SAMEA5396094	biolink:AnatomicalEntity	628	634	system	anatomical system	UBERON:0000467		S4	N/A	CUI-less
SAMEA5396094	biolink:OrganismalEntity	1010	1013	all	root	NCBITaxon:1		S6	N/A	CUI-less
SAMEA5396094	biolink:OntologyClass	1204	1212	temporal	occurrence	OBO:PATO_0000057		S9	N/A	CUI-less
SAMN06112617	biolink:OntologyClass	84	89	drive	road	ENVO:00000064		S1	N/A	CUI-less
SAMN12598652	biolink:OntologyClass	129	139	functional	functional	OBO:PATO_0001510		S2	N/A	CUI-less
SAMN12598652	biolink:OntologyClass	264	266	up	up	OBO:PATO_0000370		S2	N/A	CUI-less
SAMN12598652	biolink:OntologyClass	274	279	small	decreased size	OBO:PATO_0000587		S2	N/A	CUI-less
SAMN12598652	biolink:OntologyClass	449	456	quality	quality	OBO:PATO_0000001		S3	N/A	CUI-less
SAMN12598652	biolink:OntologyClass	449	456	quality	quality	BFO:0000019		S3	N/A	CUI-less
SAMN12598652	biolink:OrganismalEntity	591	594	all	root	NCBITaxon:1		S4	N/A	CUI-less
SAMN12598652	biolink:OrganismalEntity	692	699	Archaea	Archaea	NCBITaxon:2157		S4	N/A	CUI-less
SAMN12598652	biolink:OrganismalEntity	719	727	Bacteria	Bacteria	NCBITaxon:2		S4	N/A	CUI-less
SAMN12598652	biolink:OntologyClass	819	830	involved in	involved in	RO:0002331		S5	N/A	CUI-less
SAMN07642620	biolink:OntologyClass	48	56	hospital	hospital	ENVO:00002173		S1	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1	9	Variable	variant	OBO:PATO_0001227		S1	N/A	CUI-less
SAMEA1408312	biolink:AnatomicalEntity	700	707	element	organ	UBERON:0000062		S4	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	709	712	ICE	glacial feature	ENVO:00000131		S4	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	709	712	ICE	astrogeological ice	ENVO:01001126		S4	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	709	712	ICE	ice	ENVO:01001125		S4	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	709	712	ICE	water ice	ENVO:01000277		S4	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	929	935	island	tombolo	ENVO:00000420		S6	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	929	935	island	atoll	ENVO:00000166		S6	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	929	935	island	land-tied island	ENVO:00000269		S6	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	929	935	island	island	ENVO:00000098		S6	N/A	CUI-less
SAMEA1408312	biolink:OrganismalEntity	1029	1037	bacteria	Bacteria	NCBITaxon:2		S6	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1252	1259	reduced	decreased size	OBO:PATO_0000587		S7	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1384	1387	ICE	glacial feature	ENVO:00000131		S8	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1384	1387	ICE	astrogeological ice	ENVO:01001126		S8	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1384	1387	ICE	ice	ENVO:01001125		S8	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1384	1387	ICE	water ice	ENVO:01000277		S8	N/A	CUI-less
SAMEA1408312	biolink:ChemicalSubstance	1482	1486	drug	drug	CHEBI:23888		S8	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1522	1526	time	time	OBO:PATO_0000165		S8	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1706	1710	core	planetary core	ENVO:01000641		S10	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1879	1884	short	decreased length	OBO:PATO_0000574		S11	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	1970	1974	core	planetary core	ENVO:01000641		S11	N/A	CUI-less
SAMEA1408312	biolink:ChemicalSubstance	2363	2377	polysaccharide	polysaccharide	CHEBI:18154		S14	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3005	3012	reduced	decreased size	OBO:PATO_0000587		S19	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3621	3625	pool	private swimming pool	ENVO:01000966		S22	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3621	3625	pool	public swimming pool	ENVO:01000967		S22	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3621	3625	pool	constructed swimming pool	ENVO:01000965		S22	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3621	3625	pool	pond	ENVO:00000033		S22	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3790	3798	pressure	pressure	OBO:PATO_0001025		S22	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3929	3933	deep	increased depth	OBO:PATO_0001596		S23	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3929	3933	deep	undersea trough	ENVO:01000654		S23	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	3929	3933	deep	ocean trench	ENVO:00000275		S23	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	4001	4005	wide	increased width	OBO:PATO_0000600		S24	N/A	CUI-less
SAMEA1408312	biolink:OrganismalEntity	4135	4143	bacteria	Bacteria	NCBITaxon:2		S26	N/A	CUI-less
SAMEA1408312	biolink:AnatomicalEntity	4390	4397	process	anatomical projection	UBERON:0004529		S27	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	4390	4397	process	process	BFO:0000015		S27	N/A	CUI-less
SAMEA1408312	biolink:ChemicalSubstance	4748	4753	donor	donor	CHEBI:17891		S28	N/A	CUI-less
SAMEA1408312	biolink:AnatomicalEntity	4787	4796	processes	anatomical projection	UBERON:0004529		S28	N/A	CUI-less
SAMEA1408312	biolink:ChemicalSubstance	4923	4931	molecule	molecule	CHEBI:25367		S29	N/A	CUI-less
SAMEA1408312	biolink:ChemicalSubstance	4935	4940	donor	donor	CHEBI:17891		S29	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	5002	5013	distributed	distributed	OBO:PATO_0001566		S30	N/A	CUI-less
SAMEA1408312	biolink:ChemicalSubstance	5111	5115	base	base	CHEBI:22695		S30	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	5155	5167	distribution	spatial pattern	OBO:PATO_0000060		S31	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	5241	5246	large	increased size	OBO:PATO_0000586		S31	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	5343	5347	size	size	OBO:PATO_0000117		S31	N/A	CUI-less
SAMEA1408312	biolink:OntologyClass	5399	5408	efficient	efficient	OBO:PATO_0001678		S31	N/A	CUI-less
SAMN12108908	biolink:OntologyClass	41	48	part of	part of	BFO:0000050		S1	N/A	CUI-less
SAMN13091964	biolink:OntologyClass	33	43	microbiota	microbial community	OBO:PCO_1000004		S1	N/A	CUI-less
SAMN13091964	biolink:AnatomicalEntity	108	113	urine	urine	UBERON:0001088		S2	N/A	CUI-less
SAMN13091964	biolink:OntologyClass	228	238	microbiota	microbial community	OBO:PCO_1000004		S3	N/A	CUI-less
SAMN13091964	biolink:OntologyClass	278	290	Quantitative	amount	OBO:PATO_0000070		S3	N/A	CUI-less
SAMN13091964	biolink:AnatomicalEntity	291	296	Urine	urine	UBERON:0001088		S3	N/A	CUI-less
SAMN13091964	biolink:OrganismalEntity	336	344	bacteria	Bacteria	NCBITaxon:2		S4	N/A	CUI-less
SAMN13091964	biolink:AnatomicalEntity	360	365	urine	urine	UBERON:0001088		S4	N/A	CUI-less
SAMN13091964	biolink:AnatomicalEntity	431	436	urine	urine	UBERON:0001088		S4	N/A	CUI-less
SAMN13091964	biolink:OrganismalEntity	522	530	bacteria	Bacteria	NCBITaxon:2		S5	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	384	388	well	well	ENVO:00000026		S2	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	404	411	quality	quality	OBO:PATO_0000001		S2	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	404	411	quality	quality	BFO:0000019		S2	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	569	577	platform	undersea feature	ENVO:00000104		S2	N/A	CUI-less
SAMN11348608	biolink:AnatomicalEntity	668	673	globe	eyeball of camera-type eye	UBERON:0010230		S3	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	730	737	pattern	spatial pattern	OBO:PATO_0000060		S4	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	742	754	distribution	spatial pattern	OBO:PATO_0000060		S4	N/A	CUI-less
SAMN11348608	biolink:OntologyClass	903	911	variable	variant	OBO:PATO_0001227		S5	N/A	CUI-less
SAMEA4707121	biolink:ChemicalSubstance	28	33	group	group	CHEBI:24433		S1	N/A	CUI-less
SAMEA4707121	biolink:OntologyClass	37	41	soil	soil	ENVO:00001998		S1	N/A	CUI-less
SAMEA4707121	biolink:OrganismalEntity	48	56	bacteria	Bacteria	NCBITaxon:2		S1	N/A	CUI-less
SAMEA4707121	biolink:OntologyClass	122	128	legume	legume food product	OBO:FOODON_00001264		S1	N/A	CUI-less
SAMEA4707121	biolink:OrganismalEntity	200	206	plants	Embryophyta	NCBITaxon:3193		S2	N/A	CUI-less
SAMEA4707121	biolink:OntologyClass	254	258	core	planetary core	ENVO:01000641		S2	N/A	CUI-less
SAMEA4707121	biolink:OntologyClass	280	290	microbiota	microbial community	OBO:PCO_1000004		S2	N/A	CUI-less
SAMEA4707121	biolink:OrganismalEntity	436	440	root	root	NCBITaxon:1		S3	N/A	CUI-less
